date,timestamp,circuit_no1,voltage_no1,circuit_no2,voltage_no2,circuit_no3,voltage_no3,circuit_no4,voltage_no4,circuit_no5,voltage_no5,circuit_no6,voltage_no6,circuit_no7,voltage_no7,circuit_no8,voltage_no8,circuit_no9,voltage_no9,circuit_no10,voltage_no10,circuit_no11,voltage_no11,circuit_no12,voltage_no12
2025-10-07,15:54:38,486,2.3753667,462,2.2580645,497,2.4291301,453,2.2140763,592,2.8983383,482,2.3558161,520,2.5415444,423,2.0674486,370,1.8084066,510,2.4975562,119,0.5816227,636,3.1085043
2025-10-07,15:54:38,505,2.4682307,462,2.2580645,541,2.6441839,482,2.3558161,592,2.8983383,482,2.3558161,509,2.4926686,374,1.827957,370,1.8084066,509,2.487781,119,0.5816227,636,3.1085043
2025-10-07,15:54:38,505,2.4682307,461,2.2531769,530,2.5904202,482,2.3558161,551,2.6930597,482,2.3509285,487,2.3802543,374,1.827957,365,1.7839687,509,2.487781,139,0.6793744,594,2.9032259
2025-10-07,15:54:38,502,2.453568,455,2.2238514,530,2.5904202,484,2.3655913,511,2.4975562,481,2.3509285,487,2.3802543,379,1.8523949,365,1.7839687,493,2.4095798,75,0.3665689,519,2.5415444
2025-10-07,15:54:38,511,2.5024438,455,2.2238514,535,2.6148582,496,2.4242425,577,2.8201368,481,2.3509285,482,2.3558161,416,2.0332355,370,1.8084066,507,2.4780059,37,0.1808407,519,2.5415444
2025-10-07,15:54:38,511,2.5024438,518,2.5317693,583,2.8445747,496,2.4242425,577,2.8201368,481,2.3509285,497,2.4340177,416,2.0332355,370,1.8084066,507,2.4780059,37,0.1808407,577,2.8152492
2025-10-07,15:54:39,512,2.5024438,475,2.3264906,583,2.8445747,484,2.3655913,554,2.7077224,481,2.3509285,497,2.4340177,425,2.0772238,355,1.7350929,504,2.4633431,48,0.2346041,642,3.1329424
2025-10-07,15:54:39,515,2.5171065,475,2.3264906,538,2.6344087,451,2.2043011,517,2.5268817,481,2.3509285,483,2.3607037,418,2.0430107,361,1.7644184,523,2.5562072,63,0.3079179,642,3.1329424
2025-10-07,15:54:39,515,2.5171065,443,2.1652005,468,2.2922776,410,2.0039101,517,2.5268817,481,2.3509285,447,2.1847508,437,2.135875,361,1.7644184,523,2.5562072,63,0.3079179,695,3.3919845
2025-10-07,15:54:39,510,2.4926686,442,2.1652005,454,2.2238514,410,2.0039101,613,2.9960899,481,2.3509285,489,2.394917,437,2.135875,356,1.7399805,520,2.5415444,34,0.1661779,723,3.5386119
2025-10-07,15:54:39,508,2.4828935,442,2.1652005,454,2.2238514,388,1.8963832,594,2.9081135,481,2.3509285,489,2.394917,454,2.2189639,357,1.744868,510,2.4926686,22,0.1075269,723,3.5386119
2025-10-07,15:54:39,506,2.4731183,517,2.5268817,467,2.28739,387,1.8914956,594,2.9081135,481,2.3509285,465,2.2727273,444,2.1700881,357,1.744868,501,2.4437928,22,0.1075269,666,3.255132
