date,timestamp,circuit_no1,voltage_no1,circuit_no2,voltage_no2,circuit_no3,voltage_no3,circuit_no4,voltage_no4,circuit_no5,voltage_no5,circuit_no6,voltage_no6,circuit_no7,voltage_no7,circuit_no8,voltage_no8,circuit_no9,voltage_no9,circuit_no10,voltage_no10,circuit_no11,voltage_no11,circuit_no12,voltage_no12
2025/10/16,14:19:32,526,2.5708699,462,2.2580645,475,2.3216031,595,2.9081135,713,3.4848485,487,2.3802543,520,2.5415444,423,2.0674486,370,1.8084066,510,2.4975562,2,0.0097752,596,2.9130011
2025/10/16,14:19:32,579,2.8299119,462,2.2580645,439,2.1505377,595,2.9081135,607,2.971652,487,2.3851418,509,2.4926686,374,1.827957,370,1.8084066,509,2.487781,2,0.0097752,630,3.0791788
2025/10/16,14:19:33,585,2.8592374,461,2.2531769,465,2.2727273,692,3.3822093,535,2.6148582,487,2.3851418,487,2.3802543,374,1.827957,365,1.7839687,509,2.487781,4,0.0146628,590,2.8836756
2025/10/16,14:19:33,612,2.9912024,455,2.2238514,465,2.2727273,767,3.7487781,535,2.6148582,488,2.3851418,487,2.3802543,379,1.8523949,365,1.7839687,493,2.4095798,20,0.0977517,590,2.8836756
2025/10/16,14:19:33,612,2.9912024,455,2.2238514,453,2.2189639,767,3.7487781,446,2.1798632,489,2.3900294,482,2.3558161,416,2.0332355,370,1.8084066,507,2.4780059,20,0.0977517,574,2.8103616
2025/10/16,14:19:33,657,3.2111437,518,2.5317693,452,2.2091887,838,4.0957966,280,1.3734115,489,2.3900294,497,2.4340177,416,2.0332355,370,1.8084066,507,2.4780059,23,0.1075269,572,2.7956989
2025/10/16,14:19:33,629,3.0791788,475,2.3264906,452,2.2091887,879,4.2961879,280,1.3734115,489,2.3900294,497,2.4340177,425,2.0772238,355,1.7350929,504,2.4633431,22,0.1124145,572,2.7956989
2025/10/16,14:19:33,629,3.0791788,475,2.3264906,410,2.0039101,879,4.2961879,48,0.2346041,489,2.3900294,483,2.3607037,418,2.0430107,361,1.7644184,523,2.5562072,22,0.1124145,459,2.2434018
2025/10/16,14:19:33,627,3.0694036,443,2.1652005,528,2.5806451,912,4.457478,0,0,489,2.3900294,447,2.1847508,437,2.135875,361,1.7644184,523,2.5562072,9,0.0439883,395,1.9305962
2025/10/16,14:19:33,644,3.1476052,442,2.1652005,528,2.5806451,915,4.4770284,0,0,489,2.3900294,489,2.394917,437,2.135875,356,1.7399805,520,2.5415444,2,0.0048876,395,1.9305962
